"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ASTRO_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg03602280",0.257314748535819,0.186369620925565,15.9167943288244,7.2088740986301e-45,6.27322231457873e-43,91.2170840637213,0.0826942610786083,0.340009009614428,0.257314748535819,"18",11148914,"R","I","FAM38B","TSS200","island","TSS200-island","chr18:11148307-11149936",TRUE,NA,"","","","NO"
"cg10400707",-0.401192916101829,0.415048884745729,-15.8937815669097,9.05769621122074e-45,7.80082413902454e-43,90.9900653950545,0.576694574243067,0.175501658141239,-0.401192916101829,"1",160369840,"F","I","VANGL2","TSS1500","shore","TSS1500-shore","chr1:160370112-160370658",TRUE,NA,"","","rs34049652","DOWN"
"cg06071476",0.358499488033699,0.632059551900955,15.8850903629934,1.08911068356422e-44,9.28411290866891e-43,90.8086152774007,NA,0.845410466730766,NA,"16",22822339,"F","II","","IGR","shelf","IGR-shelf","chr16:22824616-22826459",NA,NA,"","","","UP"
"cg12331389",0.281583625657125,0.228657327628035,15.8435775286523,1.49006018109589e-44,1.25736997503789e-42,90.4950820743886,0.115203730882689,0.396787356539814,0.281583625657125,"10",95360736,"F","I","RBP4","Body","island","Body-island","chr10:95360389-95361387",NA,TRUE,"","rs11546956","","NO"
"cg20638016",0.283020863101622,0.43923801237923,15.8052987823921,2.1773496696426e-44,1.81698407231666e-42,90.1179312286219,0.325205334527606,0.608226197629227,0.283020863101621,"11",122852694,"F","I","BSX","TSS1500","island","TSS1500-island","chr11:122852411-122852699",TRUE,TRUE,"","","","NO"
"cg13326686",0.344204402314865,0.309010509769801,15.8044038875997,2.19673678841253e-44,1.81698407231666e-42,90.1091167270605,0.170326211749734,0.514530614064599,0.344204402314865,"19",13030096,"F","I","SYCE2","TSS200","island","TSS200-island","chr19:13029794-13030355",NA,NA,"","","","UP"
"cg06204735",0.36889725579293,0.352040306611604,15.7878088561443,2.58916920490115e-44,2.12058034683767e-42,89.9456818392657,0.203406946267851,0.572304202060781,0.368897255792929,"14",74892986,"F","I","TMEM90A","TSS200","island","TSS200-island","chr14:74892466-74893184",NA,NA,"high-CpG:73962721-73962931","","","UP"
"cg05214218",0.301261747020015,0.208521945652411,15.7850756341689,2.660207208223e-44,2.15760883665e-42,89.9187679689156,0.0871397854453176,0.388401532465332,0.301261747020014,"17",79988749,"R","I","LRRC45","3'UTR","island","3'UTR-island","chr17:79987983-79990315",NA,NA,"","","","UP"
"cg13837913",-0.374017275512067,0.48200198043929,-15.7555252272932,3.56429997845312e-44,2.86309250192283e-42,89.6278604953148,0.632698261349492,0.258680985837425,-0.374017275512067,"6",26189410,"R","I","HIST1H4D","TSS200","shore","TSS200-shore","chr6:26188997-26189295",TRUE,NA,"","","","DOWN"
"cg23054189",0.271943726298815,0.268346641423639,15.7029861283456,5.9942457191237e-44,4.76913607024375e-42,89.1109774078222,0.158777081798388,0.430720808097203,0.271943726298815,"1",248020692,"R","I","TRIM58","1stExon","island","1stExon-island","chr1:248020330-248021252",NA,NA,"high-CpG:246087104-246087425","","","NO"
"cg11398452",0.287389905439514,0.217469148087306,15.6793784089425,7.57035641611397e-44,5.96629787737888e-42,88.8788643386738,0.101676127934491,0.389066033374006,0.287389905439514,"10",118896755,"F","I","VAX1","Body","island","Body-island","chr10:118895963-118898037",NA,NA,"","rs751233","","NO"
"cg17619311",0.340490944557942,0.363368081577966,15.6585086272864,9.30483543275346e-44,7.26472852385257e-42,88.6737444970887,0.226179982557047,0.566670927114989,0.340490944557942,"3",42947565,"F","I","ZNF662","TSS200","island","TSS200-island","chr3:42947480-42948170",NA,NA,"","rs78086551","","UP"
"cg16397794",0.252485295230553,0.157282995238096,15.6550982131339,9.62379841910112e-44,7.44418629566396e-42,88.6402316417885,0.0555534830820962,0.308038778312649,0.252485295230553,"10",28032282,"F","I","MKX","Body","island","Body-island","chr10:28030182-28035211",NA,NA,"","","","NO"
"cg02884176",0.259035073200483,0.193944710320764,15.6390967808381,1.12723780727152e-43,8.63939875407916e-42,88.4830164274209,0.0895762099535787,0.348611283154061,0.259035073200483,"2",88752219,"F","I","FOXI3","TSS200","island","TSS200-island","chr2:88751335-88752865",NA,NA,"","","","NO"
"cg20448717",0.253035550185055,0.14000192085781,15.6260025144716,1.28290822386611e-43,9.74310482016132e-42,88.3543948790302,0.0380507040356764,0.291086254220731,0.253035550185055,"6",7542126,"F","I","DSP","1stExon","island","1stExon-island","chr6:7541518-7543472",TRUE,NA,"high-CpG:7487052-7487264","rs17133512","","NO"
"cg14611892",0.297068376009419,0.217507722140145,15.5912436961221,1.89408773414494e-43,1.42551431811233e-41,87.9679419299676,NA,0.394592277182256,NA,"4",113067071,"R","I","C4orf32","Body","island","Body-island","chr4:113066470-113067379",NA,NA,"","","","NO"
"cg07217075",0.237159037960029,0.15399675018579,15.5945747054903,1.92020445001254e-43,1.43226678351828e-41,87.9556194765125,NA,NA,NA,"20",17511826,"F","I","BFSP1","Body","island","Body-island","chr20:17511478-17512209",TRUE,NA,"","","","NO"
"cg01718447",0.320456018761227,0.227471246088165,15.5795298058825,2.02996131200836e-43,1.50073423013432e-41,87.8981292193353,0.0983554715387385,0.418811490299965,0.320456018761227,"7",30722327,"R","I","CRHR2","TSS200","island","TSS200-island","chr7:30721372-30722445",NA,NA,"","","","UP"
"cg21686379",0.245278367774582,0.335197620484159,15.5711583922462,2.20481165731071e-43,1.6157014548398e-41,87.8159766103188,0.236371870361391,0.481650238135973,0.245278367774583,"20",61448079,"F","I","COL9A3","TSS1500","island","TSS1500-island","chr20:61447685-61448891",NA,NA,"","","","NO"
"cg02930242",0.3235327694836,0.317112568069391,15.5384791335707,3.04370647575627e-43,2.21105425204069e-41,87.4953896502217,0.186757131821144,0.510289901304745,0.3235327694836,"4",1004110,"F","I","FGFRL1","TSS1500","island","TSS1500-island","chr4:1003106-1005455",NA,TRUE,"","","","UP"
"cg26243894",0.343921856094813,0.435532104020195,15.5351322903478,3.14586302121965e-43,2.26556376545422e-41,87.4625666884032,0.296961647438304,0.640883503533117,0.343921856094813,"7",128049684,"R","I","IMPDH1","Body","island","Body-island","chr7:128049499-128050488",NA,NA,"","","","UP"
"cg11731737",0.262327656588439,0.237746236980137,15.5226076067022,3.5594704038209e-43,2.54152271397605e-41,87.3397517871855,0.132051113209066,0.394378769797506,0.262327656588439,"17",43862617,"F","I","CRHR1","Body","island","Body-island","chr17:43860684-43862928",TRUE,TRUE,"","","","NO"
"cg26422161",0.313499538536714,0.218342863686172,15.5131605375022,3.90698367316702e-43,2.76601200047773e-41,87.2471326433296,0.0920299428194377,0.405529481356152,0.313499538536714,"6",1313211,"R","I","FOXQ1","1stExon","island","1stExon-island","chr6:1311068-1314220",NA,NA,"","","","UP"
"cg16898833",-0.405565239626153,0.577174472098236,-15.6075360306141,4.03245313032224e-43,2.83084986980773e-41,87.238966540223,NA,NA,NA,"6",26189333,"F","II","HIST1H4D","TSS200","shore","TSS200-shore","chr6:26188997-26189295",TRUE,NA,"","rs13204572","","DOWN"
"cg03825790",0.304597888080273,0.331056574291325,15.445008391773,7.6472924756112e-43,5.32379011177133e-41,86.5794102750149,0.208330240744419,0.512928128824692,0.304597888080273,"20",10655644,"R","I","JAG1","TSS1500","shore","TSS1500-shore","chr20:10652573-10655611",NA,NA,"","","","UP"
"cg08450106",0.339150287167625,0.307324503935393,15.432123205321,8.68188210894274e-43,5.99408620976096e-41,86.4532552975097,0.170676572697952,0.509826859865577,0.339150287167625,"19",13030084,"F","I","SYCE2","1stExon","island","1stExon-island","chr19:13029794-13030355",NA,NA,"high-CpG:12891074-12891094","","","UP"
"cg01252526",0.415441039245882,0.42839803419495,15.3864070892129,1.42359779608541e-42,9.74814425286684e-41,85.9628946446921,0.261615135227625,NA,NA,"16",711033,"F","I","WDR90","Body","shore","Body-shore","chr16:711065-711414",NA,TRUE,"","","","UP"
"cg21424782",0.290949497175446,0.40132508367691,15.2607640591296,4.68059982941279e-42,3.17900251828572e-40,84.7782509128966,0.284097859086803,0.575047356262249,0.290949497175446,"20",48599531,"R","I","SNAI1","5'UTR","island","5'UTR-island","chr20:48598959-48599657",NA,NA,"","","","NO"
"cg06779110",-0.365298305260627,0.33676974528587,-15.2581769280279,4.80099694121863e-42,3.23447810055971e-40,84.7530016245128,0.483953043036511,0.118654737775883,-0.365298305260627,"14",29243173,"F","I","C14orf23","Body","shore","Body-shore","chr14:29243403-29243763",NA,TRUE,"","","","DOWN"
"cg11166108",0.355681501927173,0.460354900265749,15.2553977403467,4.93377780742676e-42,3.29734238425945e-40,84.7258792743353,0.317046333955287,0.67272783588246,0.355681501927173,"11",18416767,"R","II","LDHA","5'UTR","shore","5'UTR-shore","chr11:18417667-18417925",NA,NA,"","","","UP"
"cg22928016",0.33021293360955,0.357906466132728,15.173970195324,1.09661920546811e-41,7.27075939879412e-40,83.9318355342917,0.224859507445385,0.555072441054935,0.33021293360955,"10",83636249,"R","I","NRG3","Body","shore","Body-shore","chr10:83633820-83635729",TRUE,NA,"","","","UP"
"cg21026663",-0.331147815404821,0.524935743827761,-15.1619260604466,1.23401230123468e-41,8.11727461772799e-40,83.8144885725928,0.658359378189898,0.327211562785076,-0.331147815404821,"6",26189234,"R","I","HIST1H4D","1stExon","island","1stExon-island","chr6:26188997-26189295",TRUE,NA,"","","","DOWN"
"cg03835983",0.226106624875184,0.485351122318591,15.1313475158874,1.6650235514263e-41,1.08668802723557e-39,83.516678605625,0.394249909383444,0.620356534258628,0.226106624875184,"20",61448085,"F","I","COL9A3","TSS1500","island","TSS1500-island","chr20:61447685-61448891",NA,NA,"","","","NO"
"cg12696259",0.247300944897946,0.163352426219875,15.1251776672192,1.76873180928198e-41,1.14542523525129e-39,83.4566101631161,0.0637117542464305,0.311012699144376,0.247300944897946,"2",75185645,"R","I","POLE4","TSS200","island","TSS200-island","chr2:75185567-75186177",TRUE,TRUE,"","","","NO"
"cg15114474",0.282136869079219,0.405972477783436,15.0463429479799,3.82556546874925e-41,2.45836722507163e-39,82.689712502401,0.292295972280644,0.574432841359863,0.28213686907922,"11",69451412,"R","I","","IGR","island","IGR-island","chr11:69451136-69458596",NA,TRUE,"","","","NO"
"cg13539030",0.276986980076817,0.236149295362177,15.0309430784709,4.44717493012649e-41,2.83600758521196e-39,82.5400396577162,0.124547745137052,0.401534725213869,0.276986980076817,"2",235405968,"F","I","ARL4C","TSS1500","island","TSS1500-island","chr2:235404502-235406541",NA,NA,"","","","NO"
"cg26970841",0.254430294168274,0.185808610384944,14.9302965471543,1.18838798607074e-40,7.52105548154162e-39,81.5629575958311,0.0832954336084066,0.337725727776681,0.254430294168274,"16",85932666,"R","I","IRF8","TSS200","island","TSS200-island","chr16:85932121-85932942",TRUE,NA,"","","","NO"
"cg04739306",0.244033555685713,0.221136763348924,14.8510758555614,2.57257609760105e-40,1.61588727213227e-38,80.7952573524438,0.122812563727982,0.366846119413695,0.244033555685713,"7",100230781,"F","I","TFR2","Body","island","Body-island","chr7:100230649-100231320",TRUE,TRUE,"","","","NO"
"cg04739729",0.264249286716811,0.535391118088199,14.8474666877748,2.66462683253361e-40,1.66121586261088e-38,80.7603115297676,0.428921745284824,0.693171032001635,0.264249286716811,"9",128510669,"F","II","PBX3","Body","island","Body-island","chr9:128508321-128510670",NA,NA,"","","","NO"
"cg10533538",0.212603868888543,0.264640927988278,14.8476446266777,2.76870922096634e-40,1.71331828384836e-38,80.7231721379252,NA,0.391375594357361,NA,"16",4166864,"R","I","ADCY9","TSS1500","island","TSS1500-island","chr16:4166655-4167012",NA,NA,"","","","NO"
"cg21277995",0.312633022589067,0.23631282716933,14.7563748016711,6.46579540155937e-40,3.97170991063434e-38,79.8791727976839,0.110349036514511,0.422982059103579,0.312633022589067,"6",393239,"R","I","IRF4","Body","island","Body-island","chr6:391188-393790",NA,NA,"","","","UP"
"cg07187103",0.290321437880259,0.471085212475444,14.7405541858669,7.5407140014648e-40,4.59818428965233e-38,79.7263089187268,0.35411104090233,0.644432478782589,0.29032143788026,"11",18415850,"F","I","LDHA","TSS200","shore","TSS200-shore","chr11:18415922-18416680",NA,NA,"","","","NO"
"cg26322248",0.224092643415482,0.138232277927019,14.7347656549688,7.97709382073539e-40,4.82903201292924e-38,79.670390970241,0.0479425235411698,0.272035166956652,0.224092643415482,"20",13200982,"F","I","ISM1","TSS1500","island","TSS1500-island","chr20:13200670-13202616",TRUE,NA,"high-CpG:13148870-13149049","","","NO"
"cg10038009",0.283909204793461,0.276145776801055,14.7232621752811,8.92051476979614e-40,5.36129355301273e-38,79.5592861354341,0.161755174869709,0.44566437966317,0.283909204793461,"16",31228202,"R","I","TRIM72","Body","island","Body-island","chr16:31225956-31228264",NA,NA,"","","","NO"
"cg17683908",0.318987731619146,0.39682754509246,14.7045115933946,1.07027022953246e-39,6.38645535536729e-38,79.3782440425607,0.268303361964357,0.587291093583503,0.318987731619146,"10",105614429,"R","I","SH3PXD2A","Body","shore","Body-shore","chr10:105614511-105615456",TRUE,NA,"","","","UP"
"cg14696396",0.220802680101457,0.166681988407727,14.6924964946434,1.20272300430273e-39,7.12592055173404e-38,79.2622727873554,0.0777178017649068,0.298520481866364,0.220802680101457,"15",83776446,"F","I","TM6SF1","1stExon","island","1stExon-island","chr15:83775861-83776922",NA,NA,"","rs1062232","","NO"
"cg13458335",0.256265089446542,0.186227233884575,14.6739656484665,1.43976699219543e-39,8.47029116394412e-38,79.0834689368983,0.0829747949328128,0.339239884379355,0.256265089446542,"1",40254859,"F","I","BMP8B","TSS1500","island","TSS1500-island","chr1:40253683-40255172",NA,NA,"","","","NO"
"cg07030339",0.243558474168916,0.158036381447991,14.593306185746,3.14774403729716e-39,1.83889885927136e-37,78.30601743057,0.0599035981663405,0.303462072335257,0.243558474168916,"15",101419518,"R","I","ALDH1A3","TSS1500","island","TSS1500-island","chr15:101419261-101421133",TRUE,NA,"","","","NO"
"cg16723445",0.33586391263953,0.331184029319126,14.5775163244638,3.66802298948577e-39,2.12796278153917e-37,78.1539834021054,0.195860219857568,0.531724132497098,0.33586391263953,"18",3451456,"R","II","TGIF1","5'UTR","island","5'UTR-island","chr18:3448006-3452360",TRUE,NA,"","","","UP"
"cg16832267",0.274661775017166,0.221252534491344,14.5757986525164,3.72955869306673e-39,2.14874022909514e-37,78.1374478261999,0.110587838732001,0.385249613749167,0.274661775017167,"2",18060102,"F","I","KCNS3","5'UTR","island","5'UTR-island","chr2:18059493-18060920",NA,NA,"","","","NO"
"cg11938120",0.283883213925787,0.406637731915622,14.5718967060751,3.87320081118505e-39,2.21621366963287e-37,78.0998871336352,0.292257602032902,0.576140815958689,0.283883213925787,"5",56110761,"R","II","MAP3K1","TSS200","island","TSS200-island","chr5:56110725-56112909",NA,NA,"","","","NO"
"cg21084284",0.289276711441926,0.355659501232931,14.5507724788851,4.75225613819427e-39,2.7007039305085e-37,77.8965983460122,0.239106263127689,0.528382974569615,0.289276711441926,"15",99645231,"F","I","SYNM","TSS200","island","TSS200-island","chr15:99645030-99646444",NA,NA,"high-CpG:97462675-97462852","rs34878632","","NO"
"cg25599475",0.243723554619611,0.297411276910788,14.532928090241,5.64814591194956e-39,3.18814938840721e-37,77.7249470082495,0.199211980632013,0.442935535251624,0.243723554619611,"7",853038,"F","I","","IGR","island","IGR-island","chr7:852960-853230",TRUE,TRUE,"","","","NO"
"cg04616797",0.203567173770465,0.121344404661903,14.5140152994164,6.78220699284456e-39,3.80258773276667e-37,77.5430926183633,0.0393246210553568,0.242891794825822,0.203567173770465,"6",7542118,"F","I","DSP","1stExon","island","1stExon-island","chr6:7541518-7543472",TRUE,NA,"high-CpG:7487052-7487264","rs17133512","","NO"
"cg11323985",-0.33073970143964,0.668577552124422,-14.4944717413851,8.1931690560394e-39,4.56304895294355e-37,77.3552538003147,0.801836752219034,0.471097050779395,-0.33073970143964,"8",18541497,"F","I","PSD3","Body","opensea","Body-opensea","",NA,NA,"","","","DOWN"
"cg07503059",0.348551602247228,0.419733464768675,14.4932798749724,8.28812877121242e-39,4.58536607647077e-37,77.3438010864488,0.279297625028287,0.627849227275515,0.348551602247228,"5",111753938,"F","II","EPB41L4A","Body","shore","Body-shore","chr5:111754477-111756222",NA,NA,"","rs77988103","","UP"
"cg16287766",0.283755308861201,0.253886951857988,14.4746728837769,9.92131125021262e-39,5.45280488054449e-37,77.1650452086022,0.139558356540125,0.423313665401326,0.283755308861201,"6",34495124,"R","I","PACSIN1","Body","island","Body-island","chr6:34494990-34495309",NA,TRUE,"","","","NO"
"cg02071005",0.251154252723309,0.189797807242711,14.4617302359119,1.12430382593343e-38,6.13884585741692e-37,77.0407504375,0.0886045889124454,0.339758841635754,0.251154252723309,"2",175200844,"F","I","SP9","Body","island","Body-island","chr2:175199463-175202639",NA,NA,"high-CpG:174909069-174909134","","","NO"
"cg06802812",0.281252603814984,0.225339858982858,14.4414946589703,1.36701186380132e-38,7.41559552610147e-37,76.8464909836798,0.112019635115656,0.39327223893064,0.281252603814985,"5",40679165,"R","I","PTGER4","TSS1500","shore","TSS1500-shore","chr5:40679502-40682081",NA,NA,"","","","NO"
"cg23889086",-0.347476302104516,0.513946016170018,-14.4083034681374,1.88333229607499e-38,1.01505535492971e-36,76.5280527677446,0.653948603911157,0.306472301806642,-0.347476302104515,"19",47731562,"R","I","BBC3","Body","island","Body-island","chr19:47731377-47731715",NA,NA,"","","","DOWN"
"cg23402821",0.228531930255121,0.204644873138454,14.369662331678,2.73400841434615e-38,1.46409655727229e-36,76.1576329915357,0.11256647405508,0.341098404310202,0.228531930255121,"17",35292159,"F","I","","IGR","island","IGR-island","chr17:35291899-35300875",NA,TRUE,"","","","NO"
