"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GBM_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg12472597",0.695972380683611,0.486355753038795,70.0015758965231,4.53495859335691e-208,3.78850440889036e-206,466.305981419146,NA,0.848422309463794,NA,"11",67141742,"F","II","LOC100130987","Body","shore","Body-shore","chr11:67139887-67141146",NA,NA,"","","","UP"
"cg24364574",0.651310697612755,0.46627972297924,70.1189103905814,6.38633944892875e-208,5.28232472835156e-206,465.966553625434,NA,0.804206142900061,NA,"20",47443694,"R","II","PREX1","Body","shore","Body-shore","chr20:47443734-47445181",TRUE,NA,"","","","UP"
"cg05726661",0.664490472622279,0.407803582784979,69.1676780976772,6.87421015246931e-208,5.63011290330673e-206,465.878066065845,0.0926452443412695,0.757135716963548,0.664490472622279,"17",7348438,"R","I","CHRNB1","1stExon","island","1stExon-island","chr17:7348274-7348830",TRUE,NA,"high-CpG:7289048-7289566","","","UP"
"cg23657185",0.731163946518678,0.414241927087522,69.3263605368129,7.74244998194679e-208,6.27965312127995e-206,465.76210492696,NA,0.797631618242015,NA,"6",99272559,"F","II","","IGR","island","IGR-island","chr6:99272394-99273014",NA,TRUE,"","","","UP"
"cg07475973",0.671781976717096,0.36341074938639,69.1064464913798,9.20803969076709e-208,7.39653495929503e-206,465.585719745246,0.0447941547148525,0.716576131431949,0.671781976717097,"22",42306951,"F","II","","IGR","island","IGR-island","chr22:42305617-42307254",NA,NA,"","","","UP"
"cg14630933",0.690759580390767,0.454205845673774,69.4226306226642,1.17935979031471e-207,9.38321113170391e-206,465.344200259961,NA,0.815465166452852,NA,"6",32076093,"R","II","TNXB","5'UTR","opensea","5'UTR-opensea","",TRUE,TRUE,"","","","UP"
"cg17105609",0.720356278211037,0.416157050296546,69.2093192935141,1.35050015439895e-207,1.0643470084763e-205,465.205682368122,NA,0.793879683283996,NA,"4",1006237,"R","I","FGFRL1","5'UTR","island","5'UTR-island","chr4:1005930-1006282",NA,NA,"","","","UP"
"cg04138361",0.783645424177365,0.464958134599795,68.9092635278373,2.3638704679557e-207,1.84558634479457e-205,464.642755377861,0.0932863048471016,0.876931729024467,0.783645424177366,"6",33160304,"F","I","COL11A2","TSS200","shore","TSS200-shore","chr6:33160945-33161337",TRUE,TRUE,"high-CpG:33268177-33268468","","","UP"
"cg04552531",0.655089691192497,0.338471654996788,69.0354846206567,3.09033074424483e-207,2.36899655859346e-205,464.377752013284,NA,0.681971407112052,NA,"22",39638361,"F","I","PDGFB","Body","island","Body-island","chr22:39638219-39640966",NA,NA,"","rs2105869","","UP"
"cg00474080",0.749677308629929,0.395319661507014,69.0354404282164,3.09098186361847e-207,2.36899655859346e-205,464.3775413063,NA,0.788416932221275,NA,"6",30923243,"R","I","","IGR","island","IGR-island","chr6:30923208-30923624",NA,TRUE,"","","","UP"
"cg13726682",0.616745938429106,0.355255641566869,68.6903011667785,6.75289794907957e-207,5.12851904241916e-205,463.592897284192,0.0627418536262065,0.679487792055313,0.616745938429107,"17",29718306,"R","I","RAB11FIP4","TSS1500","island","TSS1500-island","chr17:29718230-29719291",NA,NA,"","","","UP"
"cg25813864",0.784912552352548,0.421516308495734,68.5601446978843,1.26200551728198e-206,9.49801269493121e-205,462.96746410885,0.0492434979513824,0.83415605030393,0.784912552352548,"17",38334176,"R","I","RAPGEFL1","TSS200","island","TSS200-island","chr17:38333605-38334795",TRUE,NA,"","","","UP"
"cg22124775",0.704182318808346,0.421945577784583,68.7387807330705,1.2747647829162e-206,9.50837946114458e-205,462.960445495575,NA,0.791187309423343,NA,"8",107670759,"F","II","OXR1","Body","shore","Body-shore","chr8:107669777-107670591",NA,NA,"","","rs72682834","UP"
"cg07931631",0.702262122516136,0.385123264753622,68.4379033704448,2.27259241015997e-206,1.68010946853773e-204,462.37912993241,0.0520503723602543,0.75431249487639,0.702262122516136,"11",122753950,"F","II","C11orf63","5'UTR","island","5'UTR-island","chr11:122753386-122753951",NA,NA,"","","","UP"
"cg06706894",0.801421604303004,0.444741462984647,69.2759561544501,3.2952502977534e-206,2.41478254275718e-204,462.022677462011,NA,0.860551512753452,NA,"10",80167002,"F","I","","IGR","opensea","IGR-opensea","",TRUE,TRUE,"","","rs61060509","UP"
"cg07434284",0.677200279298873,0.386432828751137,68.4985224187511,9.58629129697552e-206,6.96381543434204e-204,460.945555405038,NA,0.740600790913191,NA,"4",779691,"R","II","CPLX1","3'UTR","island","3'UTR-island","chr4:778661-780592",NA,NA,"","","","UP"
"cg02668843",0.731465291401653,0.436118126722449,68.4803694382115,1.04566411090974e-205,7.53058446770685e-204,460.858635960521,NA,0.818666066478486,NA,"17",40575479,"R","II","PTRF","TSS200","island","TSS200-island","chr17:40573740-40575526",NA,NA,"","","","UP"
"cg11567001",0.720978523900927,0.39532080312812,68.160144288888,2.05233998725307e-205,1.46540583363352e-203,460.18110237478,NA,0.7733697139415,NA,"7",150942958,"R","I","SMARCD3","Body","island","Body-island","chr7:150942304-150943033",NA,TRUE,"","","rs35517781","UP"
"cg10064339",0.723576248091773,0.376316086720809,67.9741303219398,2.13449574509124e-205,1.51115063173663e-203,460.138758594474,0.0331342090544246,0.756710457146198,0.723576248091774,"11",73693792,"R","I","UCP2","1stExon","island","1stExon-island","chr11:73693702-73694802",NA,NA,"","","","UP"
"cg03209642",0.631051308507216,0.347058528374536,68.2606349872116,2.9986289178649e-205,2.10508789746583e-203,459.804928594968,NA,0.677091109260494,NA,"15",91427605,"R","I","FES","TSS200","island","TSS200-island","chr15:91427540-91427905",TRUE,NA,"","","rs12592067","UP"
"cg07198194",0.704638444796639,0.389132370270078,67.875329515014,3.44562435652664e-205,2.39872882286863e-203,459.659774022159,0.0549324221665293,0.759570866963168,0.704638444796639,"10",3109053,"R","I","PFKP","TSS1500","island","TSS1500-island","chr10:3108650-3111419",NA,NA,"","","","UP"
"cg14538439",0.679482953916496,0.350815597108998,67.9578180633307,5.44884509080587e-205,3.76195470153655e-203,459.204467286779,NA,0.707106085838851,NA,"10",90750381,"F","I","FAS","1stExon","island","1stExon-island","chr10:90750293-90751108",TRUE,NA,"high-CpG:90740322-90740683","","","UP"
"cg12565681",0.761973376714116,0.407289802593652,67.6935333204285,8.32956753607271e-205,5.70370550789766e-203,458.776857830843,0.0458967153520995,0.807870092066216,0.761973376714117,"17",74497418,"F","I","RHBDF2","5'UTR","island","5'UTR-island","chr17:74496992-74497632",NA,NA,"high-CpG:72009001-72009107","","","UP"
"cg00167841",0.714390316478826,0.410968145740159,67.7958255736906,1.19290551343304e-204,8.1020590725363e-203,458.420715389789,NA,0.785562495068598,NA,"6",30923672,"F","II","","IGR","shore","IGR-shore","chr6:30923208-30923624",TRUE,TRUE,"","","","UP"
"cg09644722",0.625805466582215,0.330707985477625,67.5986010991271,1.32177417421261e-204,8.90492052530014e-203,458.314995916313,0.0338973927557741,0.659702859337989,0.625805466582215,"17",60885519,"R","I","MARCH10","5'UTR","island","5'UTR-island","chr17:60885408-60885857",TRUE,NA,"","","","UP"
"cg23613857",0.648693114815763,0.420069816354658,67.7290353419297,1.64860652120147e-204,1.10179671024937e-202,458.097101038454,NA,0.760215489739427,NA,"14",23356614,"F","II","REM2","3'UTR","shore","3'UTR-shore","chr14:23355738-23356402",NA,TRUE,"","","","UP"
"cg11302533",0.726393062024618,0.378585775660743,67.5201516693075,1.93667135513656e-204,1.2840438492707e-202,457.932904336833,0.03406792338621,0.760460985410828,0.726393062024618,"3",197183662,"F","I","","IGR","island","IGR-island","chr3:197183404-197183724",NA,TRUE,"","","","UP"
"cg00326958",0.677625250467837,0.387753919319541,67.6857929193096,2.03306980407779e-204,1.33734371206818e-202,457.887434722249,NA,0.743070311398664,NA,"10",43892075,"R","II","HNRNPF","5'UTR","island","5'UTR-island","chr10:43891546-43892917",TRUE,NA,"","","","UP"
"cg23056823",0.676286441669689,0.350095694718057,67.5321637961047,4.28529453851662e-204,2.79682426365374e-202,457.141610703668,NA,0.704710075307034,NA,"1",180881583,"R","I","KIAA1614","TSS1500","island","TSS1500-island","chr1:180881316-180882592",TRUE,NA,"","","","UP"
"cg24008544",0.691572759519132,0.376755502748282,67.187422823454,9.82931862316209e-204,6.36543626185241e-202,456.308078784796,0.0487524225192076,0.74032518203834,0.691572759519132,"17",41363899,"R","I","TMEM106A","5'UTR","island","5'UTR-island","chr17:41363727-41364273",TRUE,NA,"","","","UP"
"cg00916884",0.696882501968667,0.357728045156529,67.1787224335564,1.02567659567786e-203,6.59115560022526e-202,456.265499220099,0.0272066299371035,0.724089131905771,0.696882501968668,"16",56666334,"F","I","MT1M","TSS200","island","TSS200-island","chr16:56665945-56666641",TRUE,NA,"","","","UP"
"cg08971281",0.751431637959637,0.39192460378012,67.0942986139501,1.55061805364071e-203,9.88844520619428e-202,455.852084386072,0.0355313126335496,0.786962950593187,0.751431637959637,"17",40575485,"R","I","PTRF","TSS200","island","TSS200-island","chr17:40573740-40575526",NA,NA,"","","","UP"
"cg01165402",0.738425653370564,0.456876407406038,67.0649028662675,1.79080687565275e-203,1.13336368478811e-201,455.708031596634,0.106651668950285,0.845077322320849,0.738425653370564,"5",115912383,"F","II","","IGR","island","IGR-island","chr5:115912001-115912384",NA,NA,"","","","UP"
"cg13506653",0.794730062313128,0.42624235497274,67.1893950899354,2.27388535948401e-203,1.42827355587439e-201,455.472294317827,NA,0.842963275899109,NA,"4",54965863,"F","I","GSX2","TSS1500","shore","TSS1500-shore","chr4:54966163-54968063",TRUE,NA,"","","","UP"
"cg17120764",0.649364180008228,0.351294334818943,67.0035447912288,2.41920612238123e-203,1.5082125333114e-201,455.407173916091,0.0433101808721832,0.692674360880411,0.649364180008228,"10",90750249,"R","I","FAS","TSS200","shore","TSS200-shore","chr10:90750293-90751108",TRUE,NA,"","","","UP"
"cg07730364",0.671544006119337,0.374444584449258,66.9696852797907,2.85627185506185e-203,1.76750333905087e-201,455.24104899847,0.0559408558326583,0.727484861951996,0.671544006119338,"1",180881646,"R","II","KIAA1614","TSS1500","island","TSS1500-island","chr1:180881316-180882592",NA,NA,"","","","UP"
"cg24613691",0.653842319547546,0.434924288573101,66.9352278261384,3.38245406503994e-203,2.07772215142233e-201,455.071916412844,0.124816217016265,0.778658536563811,0.653842319547546,"5",132155460,"F","I","","IGR","island","IGR-island","chr5:132155288-132155497",NA,NA,"","rs58965456","","UP"
"cg03733196",0.693460167053975,0.351355140017697,66.8539174656879,5.04243886413278e-203,3.07478352342812e-201,454.672512636208,0.0224568893578112,0.715917056411787,0.693460167053976,"12",52445075,"F","I","NR4A1","TSS200","island","TSS200-island","chr12:52444553-52445421",NA,NA,"","","","UP"
"cg07469637",0.676331159905771,0.440790628203887,66.7265963214262,9.43055923376593e-203,5.70890520571598e-201,454.04626241417,0.120016420934293,0.796347580840063,0.676331159905771,"7",92466386,"F","II","CDK6","TSS1500","island","TSS1500-island","chr7:92462201-92466387",NA,NA,"high-CpG:92303787-92304341","","","UP"
"cg09386682",0.670964840750156,0.394744132023347,66.6551465517561,1.34064489528168e-202,8.05737226991596e-201,453.694376187694,0.0765150932675582,0.747479934017715,0.670964840750156,"3",10207069,"F","I","IRAK2","Body","shore","Body-shore","chr3:10206449-10207024",NA,NA,"","rs34151182","","UP"
"cg20686479",0.794424136751582,0.410219216316168,66.8129887776949,1.43329425500249e-202,8.55267157592202e-201,453.63071037706,NA,0.82677972355267,NA,"11",19735701,"R","I","NAV2","Body","shore","Body-shore","chr11:19733936-19735320",NA,NA,"","","","UP"
"cg09552692",0.608974245312118,0.332441633693531,66.6323123559239,1.50026526660446e-202,8.88880570015152e-201,453.581850889953,0.0436138487740698,0.652588094086188,0.608974245312118,"15",66274614,"R","I","MEGF11","Body","island","Body-island","chr15:66274583-66274838",TRUE,TRUE,"","","","UP"
"cg03208951",0.675017232986577,0.381505218864471,66.6152218771909,1.63208538005071e-202,9.60171920066452e-201,453.497608612721,0.0613541883622664,0.736371421348843,0.675017232986577,"19",48828835,"F","I","EMP3","1stExon","shelf","1stExon-shelf","chr19:48824529-48825493",TRUE,NA,"low-CpG:53520346-53520661","rs73587206","","UP"
"cg03694261",0.66959908460819,0.35490105744515,66.5406426303793,2.35744381240219e-202,1.37720878383272e-200,453.129776359383,0.0373197773166947,0.706918861924884,0.669599084608189,"11",122753977,"F","II","C11orf63","5'UTR","shore","5'UTR-shore","chr11:122753386-122753951",TRUE,NA,"","","","UP"
"cg19548479",0.659098199601341,0.381556404727696,66.4718631720591,3.31021234430977e-202,1.92038291141415e-200,452.790236303386,0.0689555443453463,0.728053743946687,0.659098199601341,"17",41363737,"R","II","TMEM106A","TSS200","island","TSS200-island","chr17:41363727-41364273",TRUE,NA,"","","","UP"
"cg03861966",0.773035421698235,0.427181466537831,66.5520007615226,5.16404796020641e-202,2.97520390755616e-200,452.348584209877,NA,0.832526687657536,NA,"12",94136602,"R","I","CRADD","Body","opensea","Body-opensea","",TRUE,NA,"","","","UP"
"cg19814309",0.755532804631059,0.404886030096161,66.7187220920028,5.29080350788242e-202,3.02735428115409e-200,452.327518024355,NA,0.800021002633094,NA,"19",3275998,"R","I","BRUNOL5","Body","shore","Body-shore","chr19:3275608-3275970",NA,TRUE,"","","","UP"
"cg23868141",0.719968219493183,0.384995872683281,66.3039107443719,7.5923075174285e-202,4.31470319731957e-200,451.959849211461,0.0435252314379429,0.763493450931126,0.719968219493183,"19",3275646,"R","I","BRUNOL5","Body","island","Body-island","chr19:3275608-3275970",NA,TRUE,"","","","UP"
"cg14189304",0.619887471240276,0.374451451629635,66.1827277181111,1.38350938310128e-201,7.80934958542438e-200,451.359580741675,0.0804476795556758,0.700335150795951,0.619887471240275,"11",47236932,"F","II","DDB2","Body","island","Body-island","chr11:47236404-47236933",NA,NA,"","","","UP"
"cg13957558",0.698292648804884,0.420933081947732,66.3332336541641,1.51715223716767e-201,8.50623475791858e-200,451.270549815909,NA,0.787086533899863,NA,"19",11435095,"R","I","TSPAN16","Body","opensea","Body-opensea","",TRUE,TRUE,"","","","UP"
"cg13153394",0.670460354778992,0.347431347508076,66.0341447638432,2.89114244155626e-201,1.6101735971174e-199,450.622306422868,0.0294415792414683,0.699901934020461,0.670460354778993,"3",45209196,"R","I","","IGR","opensea","IGR-opensea","",TRUE,TRUE,"","","","UP"
"cg10244364",0.671131647475403,0.461434912317028,69.4372849317033,4.05102249061831e-201,2.24120807196195e-199,450.34490484908,NA,NA,NA,"1",107289595,"F","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"","","","UP"
"cg02872545",0.697938617315287,0.429006691907698,65.9276840593638,4.9067173412034e-201,2.6967576755535e-199,450.093172746342,0.0979843762667331,0.79592299358202,0.697938617315287,"6",30923697,"F","II","","IGR","shore","IGR-shore","chr6:30923208-30923624",TRUE,TRUE,"","rs73727141","","UP"
"cg02408775",0.711289892910393,0.395026560124895,65.9149587150055,5.22722210496784e-201,2.85413159901316e-199,450.0298761339,0.0576719252016793,0.768961818112073,0.711289892910394,"12",48206848,"F","I","HDAC7","Body","island","Body-island","chr12:48206721-48207126",TRUE,NA,"","","","UP"
"cg00330929",0.706840235568994,0.426279148171749,65.8835572579508,6.1108346709255e-201,3.314929405254e-199,449.873638814992,0.0910349221590261,0.79787515772802,0.706840235568994,"19",2282010,"F","I","C19orf35","5'UTR","shelf","5'UTR-shelf","chr19:2278605-2278848",TRUE,TRUE,"","rs78379113","","UP"
"cg21211480",0.720731900058685,0.370225798263559,65.8607983558938,6.84350664515034e-201,3.68842932345715e-199,449.760362640295,0.0283929542357253,0.74912485429441,0.720731900058685,"17",41363774,"R","I","TMEM106A","TSS200","island","TSS200-island","chr17:41363727-41364273",TRUE,NA,"","","","UP"
"cg17397631",0.670257703702409,0.357376744343122,65.831542751281,7.91619240546814e-201,4.23922252277441e-199,449.614701855524,0.0394830905871224,0.709740794289531,0.670257703702409,"4",779880,"F","I","CPLX1","3'UTR","island","3'UTR-island","chr4:778661-780592",NA,NA,"","rs11248041","","UP"
"cg08774969",0.634017716383736,0.363717568251563,65.8096627587512,8.82727765620371e-201,4.69701130827553e-199,449.505727427518,0.0630120227667054,0.697029739150441,0.634017716383736,"4",1006240,"F","I","FGFRL1","5'UTR","island","5'UTR-island","chr4:1005930-1006282",NA,NA,"","","","UP"
"cg12071544",0.651613023044999,0.437366337962702,65.6554722576916,1.9037390097999e-200,1.00657187897901e-198,448.736896564589,0.12831558988993,0.77992861293493,0.651613023045,"16",4422228,"F","II","VASN","5'UTR","island","5'UTR-island","chr16:4421642-4422240",NA,NA,"","","","UP"
"cg15026277",0.724790556942598,0.372890929445281,65.6382175874986,2.07491575625949e-200,1.09017900803722e-198,448.65076491576,0.0291331224382193,0.753923679380818,0.724790556942599,"17",41363789,"R","I","TMEM106A","TSS200","island","TSS200-island","chr17:41363727-41364273",TRUE,NA,"","","","UP"
"cg14338887",0.734615317758609,0.392625572939137,65.6274064727666,2.18994786454305e-200,1.14342652877454e-198,448.596788295579,0.0442080222307679,0.778823339989377,0.734615317758609,"6",42928500,"R","I","GNMT","1stExon","island","1stExon-island","chr6:42928218-42928810",TRUE,NA,"","","","UP"
"cg26448489",0.640820131925138,0.390688107105544,65.5340750680012,3.49033998369665e-200,1.81107454806222e-198,448.130497631478,0.0867562731067645,0.727576405031902,0.640820131925138,"2",238600469,"R","II","LRRFIP1","TSS1500","island","TSS1500-island","chr2:238599857-238601430",NA,NA,"","","","UP"
"cg20207763",0.628266924395676,0.371578238979346,65.5178269399766,3.78559878445148e-200,1.95215384230294e-198,448.049262972443,0.0736002119802536,0.70186713637593,0.628266924395677,"10",13392088,"R","II","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","UP"
